station_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
5,2004,5,16,72,69,64,65,63,65,66,71,75,75,77,79,80,80,78,79,79,78,76,73,72,71,69,69
5,2004,5,17,67,66,66,65,63,63,65,69,73,77,79,81,80,75,69,72,74,75,74,72,72,71,70,69
5,2004,5,18,69,67,67,68,68,69,69,71,74,76,80,81,83,85,85,84,83,82,81,77,75,74,74,74
5,2004,5,19,73,71,70,69,69,69,69,71,73,74,78,79,76,77,77,75,72,71,69,67,66,65,63,63
5,2004,5,20,62,63,62,62,63,63,63,62,63,64,65,66,67,67,68,69,68,67,65,63,63,62,61,61
5,2004,5,21,62,62,62,63,63,63,64,65,69,72,74,75,79,80,82,80,82,76,73,72,69,67,67,65
5,2004,5,22,65,65,65,67,68,66,68,69,75,79,82,83,83,87,88,89,89,89,87,83,78,77,74,74
5,2004,5,23,74,72,71,72,72,72,74,77,80,83,85,87,89,91,91,91,91,89,87,83,80,80,79,78
5,2004,5,24,79,78,76,74,73,73,74,76,79,80,83,86,88,89,89,89,89,88,87,84,82,80,79,79
5,2004,5,25,79,77,76,76,72,72,73,75,76,77,80,82,83,83,82,82,82,81,79,76,75,72,68,67
5,2004,5,26,67,67,66,66,66,65,67,68,69,70,73,77,77,77,79,78,77,74,69,67,67,67,66,66
5,2004,5,27,67,67,68,68,68,69,68,69,69,70,69,71,73,74,77,77,75,71,70,68,67,67,67,67
5,2004,5,28,68,69,69,69,69,70,69,70,71,73,73,76,77,78,79,80,80,78,78,76,73,72,71,70
5,2004,5,29,69,67,66,64,62,61,60,62,64,64,66,67,69,70,72,73,72,72,70,68,64,58,55,56
5,2004,5,30,55,56,56,54,54,55,58,61,65,68,69,71,71,71,73,71,71,69,69,68,67,65,65,65
5,2004,5,31,65,64,65,65,65,65,65,66,66,66,66,66,67,66,68,69,72,72,72,68,66,65,65,64
5,2004,6,1,64,63,63,63,63,63,63,65,67,70,74,76,78,78,81,80,77,68,69,66,65,62,62,60
5,2004,6,2,61,61,62,60,61,61,64,65,66,71,76,78,80,81,82,82,78,78,77,76,70,68,67,66
5,2004,6,3,64,63,63,62,63,64,64,68,70,72,74,76,77,78,78,77,78,78,77,72,69,67,66,63
5,2004,6,4,64,62,62,60,62,63,65,65,69,69,70,70,69,68,66,65,66,66,65,64,63,64,64,64
5,2004,6,5,64,63,63,62,62,63,62,63,64,64,65,65,66,66,66,66,67,66,65,64,64,64,64,64
5,2004,6,6,64,64,64,64,64,64,63,63,62,63,62,64,66,64,64,65,65,65,65,65,62,61,60,60
5,2004,6,7,60,59,59,60,59,60,61,61,64,66,71,73,75,76,77,77,77,76,74,71,69,67,65,65
5,2004,6,8,63,63,61,60,60,59,61,65,71,75,78,80,82,82,83,82,81,79,79,76,73,71,68,67
5,2004,6,9,67,66,67,67,67,68,70,74,78,82,84,86,87,89,91,92,91,89,87,85,80,80,77,77
5,2004,6,10,76,76,76,76,74,73,74,77,80,83,85,87,88,89,88,89,89,84,82,78,73,71,71,71
5,2004,6,11,70,69,68,67,65,65,64,64,62,63,62,63,62,61,61,60,60,60,60,60,59,57,57,56
5,2004,6,12,57,56,57,56,55,55,56,61,66,69,70,71,73,73,74,74,72,71,68,65,62,58,58,58
5,2004,6,13,58,56,54,53,53,53,56,62,67,70,71,71,71,70,71,70,69,69,68,67,67,67,67,67
5,2004,6,14,67,67,69,69,69,70,72,71,74,77,79,79,82,83,83,81,82,81,79,77,76,75,74,73
5,2004,6,15,74,74,75,74,74,74,74,77,79,79,80,81,81,82,84,85,86,85,83,80,80,78,78,76
5,2004,6,16,76,74,76,76,75,75,75,76,78,80,81,82,81,83,81,81,81,79,78,77,77,76,76,75
5,2004,6,17,75,75,76,76,76,76,76,78,79,80,83,85,86,89,90,89,86,84,83,80,74,74,73,74
5,2004,6,18,73,73,72,72,72,72,74,76,80,82,84,85,87,89,90,90,89,89,87,85,83,81,81,80
5,2004,6,19,79,78,77,77,76,76,76,76,78,79,81,81,82,83,83,84,84,82,80,78,76,75,72,71
5,2004,6,20,69,67,64,61,60,58,60,62,65,67,68,70,70,71,73,73,74,72,71,68,65,62,61,59
5,2004,6,21,58,56,56,56,55,55,59,65,70,73,74,76,78,78,79,80,79,78,76,73,70,68,66,66
5,2004,6,22,66,67,67,67,69,69,71,74,76,78,79,83,85,87,86,86,86,83,81,78,75,75,74,73
5,2004,6,23,72,72,72,72,72,72,73,75,76,76,78,79,79,76,76,76,76,76,75,74,72,70,69,68
5,2004,6,24,68,67,69,69,69,69,69,73,75,78,79,81,83,82,84,84,83,83,80,76,72,70,69,68
5,2004,6,25,67,67,67,67,67,67,69,71,75,79,81,84,85,85,84,83,81,76,76,74,74,72,73,72
5,2004,6,26,73,71,71,70,69,70,70,70,73,75,77,79,81,80,80,80,81,81,80,78,74,71,68,65
5,2004,6,27,62,63,62,60,62,60,62,68,71,73,74,77,78,80,80,80,80,79,77,75,73,70,69,67
5,2004,6,28,65,65,64,63,63,62,64,69,75,78,80,79,78,79,78,79,79,76,74,73,71,70,67,66
5,2004,6,29,64,67,66,67,66,65,64,67,69,72,73,76,77,78,79,80,79,78,78,76,70,68,65,64
5,2004,6,30,63,61,62,63,62,60,64,69,74,79,82,81,83,82,82,83,82,82,80,75,73,71,70,68
5,2004,7,1,67,66,67,65,67,65,67,72,76,80,82,82,84,86,85,86,83,81,79,77,75,73,73,72
5,2004,7,2,71,71,71,71,71,72,72,74,78,80,84,84,86,82,82,85,84,84,83,80,78,75,74,72
5,2004,7,3,71,71,69,69,69,68,69,72,76,78,80,82,82,83,84,82,81,79,77,74,72,70,69,69
5,2004,7,4,68,68,67,65,65,65,67,71,76,79,81,83,84,83,83,80,79,78,78,77,76,76,76,76
5,2004,7,5,76,76,76,76,76,76,76,78,80,83,85,89,91,91,93,93,92,91,89,87,83,80,79,78
5,2004,7,6,77,77,76,76,74,73,74,77,79,80,81,83,84,85,86,87,87,87,86,83,78,74,73,72
5,2004,7,7,71,70,70,69,68,67,70,76,81,82,86,86,88,89,90,89,87,83,81,77,75,73,73,72
5,2004,7,8,72,71,72,72,71,69,71,74,78,83,87,89,89,88,89,89,89,88,85,81,77,74,74,74
5,2004,7,9,72,73,70,69,70,67,69,75,78,82,84,83,84,85,85,86,86,87,84,82,75,74,72,70
5,2004,7,10,71,70,69,67,65,64,65,71,76,78,81,82,84,86,87,88,85,83,82,78,76,74,73,73
5,2004,7,11,71,71,69,69,67,67,69,75,81,83,85,86,87,87,87,86,85,82,82,80,79,79,77,76
5,2004,7,12,76,75,73,72,74,74,75,75,79,81,82,83,80,79,77,80,82,80,77,76,75,73,73,72
5,2004,7,13,73,72,72,72,72,73,73,73,74,73,74,76,76,76,78,78,79,80,78,77,74,72,71,70
5,2004,7,14,69,69,69,69,69,69,69,71,73,75,78,78,81,83,83,85,86,83,80,75,73,73,72,71
5,2004,7,15,70,70,69,68,69,67,68,74,77,78,80,82,82,82,83,83,83,83,82,80,75,72,70,71
5,2004,7,16,69,68,68,67,64,65,69,73,76,80,80,82,83,84,85,84,84,83,82,80,76,73,74,74
5,2004,7,17,72,70,71,70,69,69,69,73,77,81,83,85,86,85,86,85,84,83,81,79,78,77,76,76
5,2004,7,18,74,73,71,70,69,69,70,71,69,71,73,73,75,77,78,78,76,75,73,73,73,73,72,72
5,2004,7,19,71,71,70,69,69,69,69,69,69,72,74,75,78,79,80,82,82,79,79,75,73,73,72,71
5,2004,7,20,71,72,72,71,69,68,69,73,76,80,80,82,83,85,85,87,85,85,83,78,76,74,72,72
5,2004,7,21,71,70,69,68,67,67,68,73,78,80,83,85,85,86,85,87,85,83,82,79,76,74,73,73
5,2004,7,22,72,71,70,69,69,68,70,73,79,83,85,87,87,86,86,85,85,86,83,81,79,78,78,77
5,2004,7,23,76,77,76,76,75,76,75,76,78,78,78,79,81,83,84,83,83,82,82,79,77,75,74,72
5,2004,7,24,72,72,71,71,72,72,72,73,73,73,73,73,72,73,73,72,71,72,73,73,72,72,72,71
5,2004,7,25,71,71,72,72,72,72,71,71,71,72,73,73,72,73,73,73,73,71,71,70,71,71,71,71
5,2004,7,26,70,70,69,69,69,69,69,70,71,72,73,76,76,77,76,76,75,74,73,71,71,71,71,72
5,2004,7,27,72,73,73,73,74,74,74,76,78,79,82,85,86,88,89,85,85,83,81,80,75,75,74,74
5,2004,7,28,73,74,73,73,73,73,74,74,74,75,76,76,76,76,78,76,73,74,74,73,73,73,72,71
5,2004,7,29,71,71,71,71,70,70,70,71,74,78,80,80,82,82,83,83,81,81,79,76,75,75,75,74
5,2004,7,30,73,73,73,73,74,74,74,76,79,82,80,84,85,88,87,85,84,85,83,80,77,76,76,76
5,2004,7,31,76,75,75,75,75,75,76,77,80,82,85,87,85,87,85,88,87,86,84,81,80,79,78,77
5,2004,8,1,77,75,76,76,76,76,77,78,80,76,76,75,76,75,76,75,76,76,76,75,74,74,74,73
5,2004,8,2,71,71,71,72,73,73,74,75,77,78,78,79,80,81,80,79,78,78,77,76,76,76,75,75
5,2004,8,3,76,76,74,74,74,74,75,75,76,78,78,78,78,78,79,78,79,80,79,76,75,74,73,72
5,2004,8,4,71,71,71,71,70,71,72,75,78,82,84,86,87,88,89,89,88,88,85,82,80,79,72,73
5,2004,8,5,73,73,74,74,74,73,73,74,73,74,76,73,73,73,70,71,71,71,71,70,69,69,68,69
5,2004,8,6,68,68,67,66,65,63,62,63,66,67,69,70,71,73,73,71,71,73,71,67,65,63,62,60
5,2004,8,7,59,58,58,56,55,55,56,61,65,67,69,71,71,71,72,72,73,73,71,68,62,63,60,59
5,2004,8,8,58,56,55,54,55,54,56,62,69,73,76,77,79,78,78,78,78,79,77,72,69,69,64,65
5,2004,8,9,65,64,62,62,60,60,61,69,73,76,80,82,83,83,83,85,85,83,82,75,73,71,69,68
5,2004,8,10,68,67,66,67,66,66,67,72,75,80,82,85,85,87,86,87,85,83,81,78,75,74,73,73
5,2004,8,11,72,72,71,71,71,71,72,73,76,80,82,84,85,87,87,87,85,82,80,78,76,75,73,73
5,2004,8,12,73,73,73,73,73,72,73,74,77,80,82,83,85,85,85,83,81,80,79,77,76,76,74,75
5,2004,8,13,76,76,76,76,76,74,74,76,74,74,75,76,76,75,76,76,77,75,76,74,72,71,71,71
5,2004,8,14,71,71,72,71,69,69,69,70,70,73,73,74,73,72,71,71,71,71,70,70,69,69,68,68
5,2004,8,15,68,69,69,69,69,68,68,68,71,73,74,76,76,77,77,76,74,74,72,71,71,70,69,69
5,2004,8,16,68,68,68,68,67,67,67,67,67,67,71,72,76,78,78,78,78,78,78,73,70,69,69,67
5,2004,8,17,67,67,67,66,65,65,65,67,71,75,77,79,81,81,81,77,76,76,75,72,71,71,71,71
5,2004,8,18,71,70,70,69,69,69,69,72,74,77,80,81,82,85,83,84,83,80,77,76,74,74,73,73
5,2004,8,19,73,73,72,72,73,73,73,74,76,78,80,83,84,87,89,89,87,86,84,81,79,78,78,77
5,2004,8,20,78,77,76,76,74,74,74,77,80,83,85,88,90,90,91,90,89,87,85,82,80,79,78,77
5,2004,8,21,77,77,77,77,76,77,77,78,80,83,86,85,85,84,84,84,78,73,74,74,71,69,68,66
5,2004,8,22,65,64,63,62,62,61,61,64,67,69,72,72,73,75,76,76,76,77,73,68,65,63,63,62
5,2004,8,23,60,60,59,59,58,58,59,64,69,74,76,78,80,82,82,80,82,81,79,73,71,71,68,67
5,2004,8,24,67,65,65,65,64,64,63,68,72,76,81,82,83,82,82,78,77,75,74,72,71,71,71,71
5,2004,8,25,71,71,71,71,72,72,72,73,73,75,75,75,76,76,76,76,76,74,73,71,70,69,69,68
5,2004,8,26,68,67,67,66,65,66,66,71,74,76,78,78,79,79,80,80,78,77,75,73,72,71,71,69
5,2004,8,27,70,69,68,68,69,67,69,69,72,74,80,82,83,84,84,83,82,82,80,77,75,73,72,71
5,2004,8,28,71,70,70,69,69,69,69,72,77,80,83,85,86,87,87,88,88,85,82,79,75,74,72,72
5,2004,8,29,69,69,69,68,67,69,69,70,73,77,82,84,85,86,86,85,83,83,83,80,78,76,75,74
